elo_home,elo_away,elo_diff,home_adv,ppg5_home,ppg5_away,ppg10_home,ppg10_away,gf5_home,ga5_home,gf5_away,ga5_away,gd10_home,gd10_away,streak_home,streak_away,rest_home,rest_away,h2h_winrate_home,h2h_drawrate,h2h_gd_home,h2h_games,importance,away_score
1685.50259062133,1627.0385983709043,58.46399225042569,0,1.8,3.0,1.9,1.8,2.0,1.4,2.8,0.8,1.0,0.8,1,5,31,90,0.4,0.2,0.2,5,20.0,1
1868.127379360185,1841.381249601621,91.74612975856394,1,2.0,2.4,2.1,1.9,0.6,0.6,3.2,0.6,0.5,1.2,1,3,29,90,0.0,0.0,-2.0,1,20.0,0
1657.4334570705262,1670.4312215929613,52.00223547756491,1,0.4,0.4,0.6,1.0,0.6,1.8,0.8,1.6,-1.4,-0.3,-2,-2,29,29,0.25,0.25,-0.5,4,50.0,2
1645.2913725430708,1630.6034616805434,79.68791086252736,1,1.8,1.8,1.4,1.8,1.2,0.8,1.8,1.4,0.1,0.3,0,0,29,29,0.0,1.0,0.0,2,50.0,1
1707.4487394363803,1840.4160192623613,-67.967279825981,1,0.6,1.8,0.9,1.9,0.6,1.4,3.8,0.8,-0.4,2.2,-1,1,29,35,0.16666666666666666,0.16666666666666666,-1.1666666666666667,6,20.0,2
1806.5670459910255,1751.5275850233081,120.03946096771733,1,1.0,2.2,1.8,2.0,1.0,1.4,1.0,0.4,0.3,0.4,0,2,29,29,0.5,0.5,1.0,2,50.0,1
1609.1934274871835,1747.1027806454424,-137.9093531582589,0,1.6,1.8,1.8,2.0,1.6,0.2,1.2,0.6,1.0,1.0,1,0,90,90,0.1951219512195122,0.24390243902439024,-0.5609756097560976,41,20.0,0
1540.0097739407677,1656.874777455742,-116.86500351497443,0,1.6,2.0,1.2,1.6,1.0,0.4,1.6,1.2,0.0,0.2,0,2,90,5,0.13333333333333333,0.4,-0.26666666666666666,15,20.0,3
1263.6851289089432,1880.7840887314092,-552.098959822466,1,0.2,1.6,0.1,2.0,0.2,2.8,1.6,1.2,-2.1,1.4,-4,0,29,29,0.0,0.3333333333333333,-0.6666666666666666,3,20.0,0
1580.9315034234155,1375.1603981410235,270.771105282392,1,0.6,0.2,1.5,1.0,1.2,1.8,0.8,2.0,1.0,-0.4,-3,-1,31,5,0.5,0.25,0.0,0,20.0,2
2034.8727458006576,1732.7880837608955,367.0846620397624,1,2.0,0.6,2.2,1.1,1.2,0.4,0.2,0.6,2.2,0.0,-1,-1,29,29,0.3125,0.5,0.375,16,20.0,0
1608.3239492588843,1239.2006949487272,434.1232543101571,1,1.4,1.2,1.3,0.6,1.0,1.2,1.2,1.8,-0.2,-1.0,-1,-2,33,90,0.5,0.25,0.0,0,50.0,0
1787.9639713941758,1432.1412900903615,420.8226813038143,1,1.6,0.8,1.8,0.9,1.6,1.2,0.6,1.0,0.4,-0.7,0,-3,31,31,0.7,0.2,1.4,20,50.0,4
1387.8057711929882,1402.5778653993939,50.227905793594346,1,1.2,1.0,1.1,0.8,1.0,1.8,1.0,1.2,-0.6,-0.6,2,0,31,7,0.3333333333333333,0.0,-0.3333333333333333,3,50.0,0
